feature,LDA,LogisticRegression,SVM
contrast_rms,0.5095769549068289,0.5109457917093203,0.5337306490012198
luminance_mean,0.5161980503174942,0.5120462034852122,0.5257946199455724
sham_random,0.4956061889966419,0.5076695540281831,0.507575400935254
