luminance_mean,contrast_rms,color_r_mean,color_g_mean,color_b_mean,saturation_mean,edge_density,spatial_freq_energy,entropy,motion_energy,scene_cut,frame_idx,timestamp_s,n_faces,face_area_frac,depth_mean,depth_std,depth_range,n_objects,object_categories,scene_category,scene_category_score,scene_natural_score,scene_open_score
0.004615145269781351,0.013511297293007374,0.0046399611928104574,0.0006960954520697168,0.00855901075708061,0.9966938997821351,0.0008376736111111111,0.03462543338537216,0.04822342723743451,0.0,False,0,0.0,0,0.0,16.930498123168945,6.456675052642822,25.592134475708008,0,{},bathroom,0.06751944869756699,0.023331835865974426,-0.021549582481384277
0.004615145269781351,0.013511297293007374,0.0047458469498910675,0.0006960954520697168,0.008664896514161219,0.9966938997821351,0.0008376736111111111,0.03462543338537216,0.04822342723743451,5.6264646275394625e-08,False,1,0.04167520841875086,0,0.0,17.340192794799805,5.219766616821289,20.754026412963867,0,{},fantasy or animated world,0.06788533180952072,0.01763002574443817,-0.027515217661857605
0.004615145269781351,0.013511297293007374,0.00474765114379085,0.0006960954520697168,0.008666700708061003,0.9966938997821351,0.0008376736111111111,0.03462543338537216,0.04822342723743451,5.6264646275394625e-08,False,2,0.08335041683750172,0,0.0,17.382896423339844,5.185272693634033,20.572771072387695,0,{},fantasy or animated world,0.06800928711891174,0.017157167196273804,-0.028392180800437927
0.004615145269781351,0.013511297293007374,0.004747685185185185,0.0006960954520697168,0.008666734749455337,0.9966938997821351,0.0008376736111111111,0.03462543338537216,0.04822342723743451,5.6264646275394625e-08,False,3,0.12502562525625258,0,0.0,17.38436508178711,5.1854681968688965,20.571502685546875,0,{},fantasy or animated world,0.06800928711891174,0.017157167196273804,-0.028392180800437927
0.004616949241608381,0.013511477038264275,0.004822440087145969,0.0006979336873638344,0.008741455610021787,0.9965914692265796,0.0008376736111111111,0.03463225066661835,0.05394329421250158,9.511934706551983e-08,False,4,0.16670083367500343,0,0.0,16.59202766418457,3.9595110416412354,15.682378768920898,0,{},fantasy or animated world,0.06821277737617493,0.017268061637878418,-0.03249795734882355
0.004624642431735992,0.01351228542625904,0.004907305283224401,0.0007058823529411764,0.008826065495642701,0.9961218511710239,0.0008376736111111111,0.034664444625377655,0.07381030826240134,2.684175512968068e-07,False,5,0.2083760420937543,0,0.0,15.78805160522461,3.3253631591796875,14.415729522705078,0,{},fantasy or animated world,0.0683021992444992,0.018160268664360046,-0.034745439887046814
0.00462528970092535,0.013512359000742435,0.004911968954248365,0.0007065802015250545,0.008830678104575164,0.9960732400599128,0.0008376736111111111,0.034666988998651505,0.07547200223736854,2.1705494646084844e-07,False,6,0.25005125051250515,0,0.0,15.98532772064209,3.2821812629699707,14.192142486572266,0,{},fantasy or animated world,0.06832535564899445,0.01831860840320587,-0.03536874055862427
0.004695517010986805,0.013521893881261349,0.004998774509803921,0.0007793436819172113,0.008900003404139434,0.9922586294934641,0.0008376736111111111,0.034642476588487625,0.20140922987273283,7.204473604360828e-06,False,7,0.291726458931256,0,0.0,15.262680053710938,2.883949041366577,12.506292343139648,0,{},fantasy or animated world,0.06816720217466354,0.015167221426963806,-0.03676597774028778
0.004696129355579615,0.013521034270524979,0.0049998808551198265,0.0007776756535947712,0.008918334694989106,0.9925095996732026,0.0008376736111111111,0.034687016159296036,0.19348173476327615,1.2930943739775103e-05,False,8,0.33340166735000687,0,0.0,13.327449798583984,2.328169822692871,12.103089332580566,0,{},fantasy or animated world,0.06804622709751129,0.019181057810783386,-0.03485666215419769
0.004714358597993851,0.013526303693652153,0.005039249727668845,0.0007969941448801744,0.00894917619825708,0.9916449142156863,0.0008376736111111111,0.03461259603500366,0.21546964238224517,1.6847830920596607e-05,False,9,0.3750768757687577,0,0.0,13.712968826293945,2.6846725940704346,13.55038833618164,0,{},fantasy or animated world,0.06802769005298615,0.01771727204322815,-0.035480156540870667
0.004710358567535877,0.013526789844036102,0.005049104711328976,0.0007966707516339869,0.008954741966230936,0.9917324686819172,0.0008376736111111111,0.0346403606235981,0.22401169892672126,1.0773720532597508e-05,False,10,0.4167520841875086,0,0.0,12.938267707824707,2.5258896350860596,14.003647804260254,0,{},fantasy or animated world,0.06808418035507202,0.017081663012504578,-0.03634524345397949
0.004713729023933411,0.013528035022318363,0.005055861928104575,0.0008000408496732026,0.008961499183006537,0.9916138174019609,0.0008376736111111111,0.03465437889099121,0.226361606897711,1.6072384823928587e-05,False,11,0.4584272926062594,0,0.0,12.617935180664062,2.6706931591033936,14.80905532836914,0,{},fantasy or animated world,0.0680542066693306,0.015977561473846436,-0.03668434917926788
0.004755753092467785,0.013546324335038662,0.005101222086056645,0.000849537037037037,0.008988868464052287,0.9895964392701525,0.0008376736111111111,0.034585677087306976,0.2563613205096437,3.9376151107717305e-05,False,12,0.5001025010250103,0,0.0,12.830049514770508,3.3911664485931396,17.775789260864258,0,{},fantasy or animated world,0.06784426420927048,0.015450939536094666,-0.03395777940750122
0.0048032235354185104,0.013562547974288464,0.005160454112200436,0.0008874421296296296,0.009068014705882354,0.9884785539215686,0.0008376736111111111,0.03450458124279976,0.2545116214975076,6.309375748969615e-05,False,13,0.5417777094437611,0,0.0,11.69179916381836,3.9087467193603516,19.58411407470703,0,{},bathroom,0.06768853962421417,0.016471996903419495,-0.03071257472038269
0.004800585564225912,0.013570491224527359,0.0051612881263616555,0.0008970588235294118,0.009025599128540306,0.9878568559368192,0.0008376736111111111,0.0345674529671669,0.2852441407015406,5.334694651537575e-05,False,14,0.583452917862512,0,0.0,12.936623573303223,3.7327117919921875,18.41280174255371,0,{},fantasy or animated world,0.06769505143165588,0.0164196640253067,-0.029722243547439575
0.00479852594435215,0.01356976106762886,0.005161509395424837,0.000895016339869281,0.009025803376906318,0.9879212792755991,0.0008376736111111111,0.03460361063480377,0.2853432457631355,7.13691915734671e-05,False,15,0.6251281262812628,0,0.0,13.00954818725586,3.338294506072998,16.70068359375,0,{},fantasy or animated world,0.0678982064127922,0.015239447355270386,-0.032063648104667664
0.0048435283824801445,0.01360282115638256,0.005217252178649238,0.0009482570806100218,0.009077001633986927,0.9863729575163399,0.0008376736111111111,0.034482214599847794,0.30510462082773215,0.0002253593411296606,False,16,0.6668033347000137,0,0.0,11.666873931884766,3.496657371520996,17.96807098388672,0,{},bathroom,0.06773512810468674,0.016043737530708313,-0.026612281799316406
0.004877314902842045,0.013630426488816738,0.005287037037037037,0.00098354098583878,0.009142871732026145,0.9856175789760349,0.0008376736111111111,0.03446601703763008,0.3198101344295144,0.00021765466954093426,False,17,0.7084785431187646,0,0.0,13.043720245361328,4.084157943725586,18.986888885498047,0,{},bathroom,0.0678282231092453,0.013444840908050537,-0.029228657484054565
0.00489372294396162,0.013640818186104298,0.005300602532679739,0.0009962724673202614,0.009165219907407407,0.9854731072984749,0.0008376736111111111,0.03443575277924538,0.3149437350250337,0.0001468479895265773,False,18,0.7501537515375154,0,0.0,12.54699420928955,4.167313098907471,19.260385513305664,0,{},bathroom,0.06782648712396622,0.013838842511177063,-0.02951161563396454
0.004922487773001194,0.013667224906384945,0.005330303649237473,0.001025037445533769,0.00919492102396514,0.9849082584422658,0.0008376736111111111,0.034464191645383835,0.3169988351319345,0.00022897898452356458,False,19,0.7918289599562662,0,0.0,12.35523509979248,4.106365203857422,18.813779830932617,0,{},bathroom,0.06783323734998703,0.013694792985916138,-0.028001248836517334
0.00492178974673152,0.01366911455988884,0.005325537854030501,0.0010261948529411765,0.009185593681917213,0.9848031726579521,0.0008376736111111111,0.034499697387218475,0.3204578183683208,8.367949340026826e-05,False,20,0.8335041683750172,0,0.0,12.136852264404297,4.053234100341797,18.714570999145508,0,{},bathroom,0.06781209260225296,0.015036121010780334,-0.027183666825294495
0.005153918173164129,0.013966790400445461,0.005486179193899782,0.0012649441721132898,0.009427491830065358,0.9806752450980393,0.0008376736111111111,0.03390493243932724,0.3568735487850764,0.0018288703868165612,False,21,0.875179376793768,0,0.0,12.924259185791016,3.9364473819732666,16.632253646850586,1,"{""train"": 1}",fantasy or animated world,0.06799070537090302,0.012165933847427368,-0.031161636114120483
0.005131212528795004,0.01390797644853592,0.005553291802832244,0.0012272433278867102,0.00943363630174292,0.9819225047657952,0.0008376736111111111,0.03424406051635742,0.31214738644188794,0.0009575925068929791,False,22,0.9168545852125188,0,0.0,12.045249938964844,4.145568370819092,17.896743774414062,1,"{""train"": 1}",bathroom,0.06784217059612274,0.014467909932136536,-0.027950569987297058
